"_time",EventCode,"Authentication_Package",Type,"Account_Name","Account_Domain","Logon_Type","Logon_Process","Key_Length","New_Logon_Security_ID","Subject_Security_ID"
"2016-03-06T23:19:42.000+0000",4624,NTLM,Information,"lajd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lajd_jnkmcac","NULL SID"
"2016-03-06T23:19:56.000+0000",4624,NTLM,Information,"lqqejhold_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lqqejhold_jnkmcac","NULL SID"
"2016-03-06T23:21:16.000+0000",4624,NTLM,Information,"nohckhic_ib_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\nohckhic_ib_jnkmcac","NULL SID"
"2016-03-06T23:21:32.000+0000",4624,NTLM,Information,"fkahii_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fkahii_jnkmcac","NULL SID"
"2016-03-06T23:23:51.000+0000",4624,NTLM,Information,"pjdeqan_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pjdeqan_jnkmcac","NULL SID"
"2016-03-06T23:25:23.000+0000",4624,NTLM,Information,"hecijfb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hecijfb_jnkmcac","NULL SID"
"2016-03-06T23:28:06.000+0000",4624,NTLM,Information,"majpfqdmm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\majpfqdmm_jnkmcac","NULL SID"
"2016-03-06T23:28:34.000+0000",4624,NTLM,Information,"hecijfb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hecijfb_jnkmcac","NULL SID"
"2016-03-06T23:29:32.000+0000",4624,NTLM,Information,"nilnadhc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\nilnadhc_jnkmcac","NULL SID"
"2016-03-06T23:29:33.000+0000",4624,NTLM,Information,"onpaofi_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\onpaofi_jnkmcac","NULL SID"
"2016-03-06T23:31:56.000+0000",4624,NTLM,Information,"ofbpl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ofbpl_jnkmcac","NULL SID"
"2016-03-06T23:33:34.000+0000",4624,NTLM,Information,"fjao_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fjao_jnkmcac","NULL SID"
"2016-03-06T23:34:03.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-06T23:34:20.000+0000",4624,NTLM,Information,"eqkc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\eqkc_jnkmcac","NULL SID"
"2016-03-06T23:35:01.000+0000",4624,NTLM,Information,"kbikdo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kbikdo_jnkmcac","NULL SID"
"2016-03-06T23:36:26.000+0000",4624,NTLM,Information,"dcebhfe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dcebhfe_jnkmcac","NULL SID"
"2016-03-06T23:37:56.000+0000",4624,NTLM,Information,"homjap_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\homjap_jnkmcac","NULL SID"
"2016-03-06T23:44:26.000+0000",4624,NTLM,Information,"pnphl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pnphl_jnkmcac","NULL SID"
"2016-03-06T23:44:52.000+0000",4624,NTLM,Information,"aakplm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\aakplm_jnkmcac","NULL SID"
"2016-03-06T23:45:02.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-06T23:45:03.000+0000",4624,NTLM,Information,"icdofadk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\icdofadk_jnkmcac","NULL SID"
"2016-03-06T23:52:48.000+0000",4624,NTLM,Information,"okfdqem_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\okfdqem_jnkmcac","NULL SID"
"2016-03-06T23:53:35.000+0000",4624,NTLM,Information,"ffljo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ffljo_jnkmcac","NULL SID"
"2016-03-06T23:54:22.000+0000",4624,NTLM,Information,"hecijfb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hecijfb_jnkmcac","NULL SID"
"2016-03-06T23:55:00.000+0000",4624,NTLM,Information,"qpeeqqo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qpeeqqo_jnkmcac","NULL SID"
"2016-03-06T23:55:16.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-06T23:55:31.000+0000",4624,NTLM,Information,"dkhkl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dkhkl_jnkmcac","NULL SID"
"2016-03-06T23:57:05.000+0000",4624,NTLM,Information,"iadofhljna_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iadofhljna_jnkmcac","NULL SID"
"2016-03-06T23:59:30.000+0000",4624,NTLM,Information,"hnje_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hnje_jnkmcac","NULL SID"
"2016-03-06T23:59:57.000+0000",4624,NTLM,Information,"bljakfcck_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bljakfcck_jnkmcac","NULL SID"
"2016-03-07T00:00:11.000+0000",4624,NTLM,Information,"njmjjaibh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\njmjjaibh_jnkmcac","NULL SID"
"2016-03-07T00:01:23.000+0000",4624,NTLM,Information,"qpeeqqo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qpeeqqo_jnkmcac","NULL SID"
"2016-03-07T00:01:36.000+0000",4624,NTLM,Information,"jbamop_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbamop_jnkmcac","NULL SID"
"2016-03-07T00:04:05.000+0000",4624,NTLM,Information,"lpadpkcbdn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lpadpkcbdn_jnkmcac","NULL SID"
"2016-03-07T00:07:01.000+0000",4624,NTLM,Information,"nilnadhc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\nilnadhc_jnkmcac","NULL SID"
"2016-03-07T00:07:55.000+0000",4624,NTLM,Information,"ojjmpbqbmq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ojjmpbqbmq_jnkmcac","NULL SID"
"2016-03-07T00:10:17.000+0000",4624,NTLM,Information,"pkmobpjqn-ib_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pkmobpjqn-ib_jnkmcac","NULL SID"
"2016-03-07T00:10:54.000+0000",4624,NTLM,Information,"qdjekmqqjk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qdjekmqqjk_jnkmcac","NULL SID"
"2016-03-07T00:11:35.000+0000",4624,NTLM,Information,"qpceafii_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qpceafii_jnkmcac","NULL SID"
"2016-03-07T00:11:48.000+0000",4624,NTLM,Information,"capnfachkfml_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\capnfachkfml_jnkmcac","NULL SID"
"2016-03-07T00:13:46.000+0000",4624,NTLM,Information,"lebmee_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lebmee_jnkmcac","NULL SID"
"2016-03-07T00:13:49.000+0000",4624,NTLM,Information,"pelaqkdh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pelaqkdh_jnkmcac","NULL SID"
"2016-03-07T00:18:38.000+0000",4624,NTLM,Information,"immokfp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\immokfp_jnkmcac","NULL SID"
"2016-03-07T00:20:07.000+0000",4624,NTLM,Information,"pjdeqan_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pjdeqan_jnkmcac","NULL SID"
"2016-03-07T00:22:10.000+0000",4624,NTLM,Information,"fembpcibfm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fembpcibfm_jnkmcac","NULL SID"
"2016-03-07T00:23:13.000+0000",4624,NTLM,Information,"mfdfknhc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mfdfknhc_jnkmcac","NULL SID"
"2016-03-07T00:25:09.000+0000",4624,NTLM,Information,"ancaaocdp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ancaaocdp_jnkmcac","NULL SID"
"2016-03-07T00:26:08.000+0000",4624,NTLM,Information,"plajaknma_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\plajaknma_jnkmcac","NULL SID"
"2016-03-07T00:29:59.000+0000",4624,NTLM,Information,"ppma_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ppma_jnkmcac","NULL SID"
"2016-03-07T00:36:17.000+0000",4624,NTLM,Information,"lfdqoa_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lfdqoa_jnkmcac","NULL SID"
"2016-03-07T00:38:23.000+0000",4624,NTLM,Information,"pbkdobp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pbkdobp_jnkmcac","NULL SID"
"2016-03-07T00:39:50.000+0000",4624,NTLM,Information,"fpcj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fpcj_jnkmcac","NULL SID"
"2016-03-07T00:39:50.000+0000",4624,NTLM,Information,"njhldmikq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\njhldmikq_jnkmcac","NULL SID"
"2016-03-07T00:40:54.000+0000",4624,NTLM,Information,"hjaqdmdpdjodq_nnhfpb",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hjaqdmdpdjodq_nnhfpb","NULL SID"
"2016-03-07T00:41:03.000+0000",4624,NTLM,Information,"okh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\okh_jnkmcac","NULL SID"
"2016-03-07T00:42:30.000+0000",4624,NTLM,Information,"fffl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fffl_jnkmcac","NULL SID"
"2016-03-07T00:44:45.000+0000",4624,NTLM,Information,"jchoodmoalf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jchoodmoalf_jnkmcac","NULL SID"
"2016-03-07T00:47:27.000+0000",4624,NTLM,Information,"iplbopjb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iplbopjb_jnkmcac","NULL SID"
"2016-03-07T00:48:15.000+0000",4624,NTLM,Information,"iikkic_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iikkic_jnkmcac","NULL SID"
"2016-03-07T00:50:01.000+0000",4624,NTLM,Information,"dcebhfe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dcebhfe_jnkmcac","NULL SID"
"2016-03-07T00:50:10.000+0000",4624,NTLM,Information,"opplcjea_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\opplcjea_jnkmcac","NULL SID"
"2016-03-07T00:55:09.000+0000",4624,NTLM,Information,"jbdfipe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbdfipe_jnkmcac","NULL SID"
"2016-03-07T00:56:12.000+0000",4624,NTLM,Information,"ldeqklli_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ldeqklli_jnkmcac","NULL SID"
"2016-03-07T00:56:41.000+0000",4624,NTLM,Information,"ojfmfiln_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\ojfmfiln_jnkmcac","NULL SID"
"2016-03-07T00:57:04.000+0000",4624,NTLM,Information,"mopqhq-odhe$",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\mopqhq-odhe$","NULL SID"
"2016-03-07T00:58:45.000+0000",4624,NTLM,Information,"qeqjqcoqd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qeqjqcoqd_jnkmcac","NULL SID"
"2016-03-07T00:59:13.000+0000",4624,NTLM,Information,"qpeeqqo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qpeeqqo_jnkmcac","NULL SID"
"2016-03-07T00:59:44.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-07T01:07:19.000+0000",4624,NTLM,Information,"pochpdiqipe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pochpdiqipe_jnkmcac","NULL SID"
"2016-03-07T01:07:37.000+0000",4624,NTLM,Information,"lpadpkcbdn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lpadpkcbdn_jnkmcac","NULL SID"
"2016-03-07T01:08:00.000+0000",4624,NTLM,Information,"fembpcibfm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fembpcibfm_jnkmcac","NULL SID"
"2016-03-07T01:08:27.000+0000",4624,NTLM,Information,"qjefn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qjefn_jnkmcac","NULL SID"
"2016-03-07T01:09:59.000+0000",4624,NTLM,Information,"knmaq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\knmaq_jnkmcac","NULL SID"
"2016-03-07T01:12:48.000+0000",4624,NTLM,Information,"dcebhfe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dcebhfe_jnkmcac","NULL SID"
"2016-03-07T01:13:06.000+0000",4624,NTLM,Information,"pkeknlllkd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pkeknlllkd_jnkmcac","NULL SID"
"2016-03-07T01:14:51.000+0000",4624,NTLM,Information,"aopbmmpf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\aopbmmpf_jnkmcac","NULL SID"
"2016-03-07T01:15:10.000+0000",4624,NTLM,Information,"fkdfcqab_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fkdfcqab_jnkmcac","NULL SID"
"2016-03-07T01:18:24.000+0000",4624,NTLM,Information,"ancaaocdp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ancaaocdp_jnkmcac","NULL SID"
"2016-03-07T01:18:24.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-07T01:20:10.000+0000",4624,NTLM,Information,"bfdjdmf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bfdjdmf_jnkmcac","NULL SID"
"2016-03-07T01:21:18.000+0000",4624,NTLM,Information,"acmkjhemqkl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\acmkjhemqkl_jnkmcac","NULL SID"
"2016-03-07T01:22:39.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-07T01:25:33.000+0000",4624,NTLM,Information,"cobjcnf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cobjcnf_jnkmcac","NULL SID"
"2016-03-07T01:26:16.000+0000",4624,NTLM,Information,"hecijfb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hecijfb_jnkmcac","NULL SID"
"2016-03-07T01:26:59.000+0000",4624,NTLM,Information,"bkeio_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bkeio_jnkmcac","NULL SID"
"2016-03-07T01:27:52.000+0000",4624,NTLM,Information,"fkkcobd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fkkcobd_jnkmcac","NULL SID"
"2016-03-07T01:29:42.000+0000",4624,NTLM,Information,"lajbhljh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lajbhljh_jnkmcac","NULL SID"
"2016-03-07T01:32:21.000+0000",4624,NTLM,Information,"nphkfhm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\nphkfhm_jnkmcac","NULL SID"
"2016-03-07T01:32:36.000+0000",4624,NTLM,Information,"mfdfknhc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mfdfknhc_jnkmcac","NULL SID"
"2016-03-07T01:35:14.000+0000",4624,NTLM,Information,"eocm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\eocm_jnkmcac","NULL SID"
"2016-03-07T01:36:42.000+0000",4624,NTLM,Information,"dadklq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dadklq_jnkmcac","NULL SID"
"2016-03-07T01:36:55.000+0000",4624,NTLM,Information,"cdcenok_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cdcenok_jnkmcac","NULL SID"
"2016-03-07T01:38:26.000+0000",4624,NTLM,Information,phqaicnkhieomkjknhhq,SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\phqaicnkhieomkjknhhq","NULL SID"
"2016-03-07T01:38:34.000+0000",4624,NTLM,Information,"bnjopkqiqcpq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bnjopkqiqcpq_jnkmcac","NULL SID"
"2016-03-07T01:39:03.000+0000",4624,NTLM,Information,"bdaibo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bdaibo_jnkmcac","NULL SID"
"2016-03-07T01:39:03.000+0000",4624,NTLM,Information,"qdjekmqqjk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qdjekmqqjk_jnkmcac","NULL SID"
"2016-03-07T01:40:52.000+0000",4624,NTLM,Information,"cjdpl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cjdpl_jnkmcac","NULL SID"
"2016-03-07T01:41:26.000+0000",4624,NTLM,Information,"dabdhimm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dabdhimm_jnkmcac","NULL SID"
"2016-03-07T01:41:44.000+0000",4624,NTLM,Information,"cccmfo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cccmfo_jnkmcac","NULL SID"
"2016-03-07T01:41:44.000+0000",4624,NTLM,Information,"cccmfo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cccmfo_jnkmcac","NULL SID"
"2016-03-07T01:42:05.000+0000",4624,NTLM,Information,"fnilffl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnilffl_jnkmcac","NULL SID"
"2016-03-07T01:44:41.000+0000",4624,NTLM,Information,"liboibk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\liboibk_jnkmcac","NULL SID"
"2016-03-07T01:45:50.000+0000",4624,NTLM,Information,"jfpc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jfpc_jnkmcac","NULL SID"
"2016-03-07T01:46:32.000+0000",4624,NTLM,Information,"bomkeqqd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bomkeqqd_jnkmcac","NULL SID"
"2016-03-07T01:46:47.000+0000",4624,NTLM,Information,"moikpfmnqa_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\moikpfmnqa_jnkmcac","NULL SID"
"2016-03-07T01:48:20.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-07T01:48:21.000+0000",4624,NTLM,Information,"qcflfccbif_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qcflfccbif_jnkmcac","NULL SID"
"2016-03-07T01:49:34.000+0000",4624,NTLM,Information,"hefkhik_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hefkhik_jnkmcac","NULL SID"
"2016-03-07T01:58:33.000+0000",4624,NTLM,Information,"fembpcibfm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fembpcibfm_jnkmcac","NULL SID"
"2016-03-07T01:59:46.000+0000",4624,NTLM,Information,"qdjekmqqjk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\qdjekmqqjk_jnkmcac","NULL SID"
"2016-03-07T02:01:33.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-07T02:01:41.000+0000",4624,NTLM,Information,"iqqejhdpkm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iqqejhdpkm_jnkmcac","NULL SID"
"2016-03-07T02:02:20.000+0000",4624,NTLM,Information,"knmaq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\knmaq_jnkmcac","NULL SID"
"2016-03-07T02:02:58.000+0000",4624,NTLM,Information,"edhoolopik_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\edhoolopik_jnkmcac","NULL SID"
"2016-03-07T02:04:16.000+0000",4624,NTLM,Information,"mcoe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mcoe_jnkmcac","NULL SID"
"2016-03-07T02:04:57.000+0000",4624,NTLM,Information,"eaqfnl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\eaqfnl_jnkmcac","NULL SID"
"2016-03-07T02:06:29.000+0000",4624,NTLM,Information,"ekqembqk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ekqembqk_jnkmcac","NULL SID"
"2016-03-07T02:07:09.000+0000",4624,NTLM,Information,"iadofhljna_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iadofhljna_jnkmcac","NULL SID"
"2016-03-07T02:07:34.000+0000",4624,NTLM,Information,"dfffdhaafhjip_nnhfpb",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dfffdhaafhjip_nnhfpb","NULL SID"
"2016-03-07T02:07:43.000+0000",4624,NTLM,Information,"pje_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pje_jnkmcac","NULL SID"
"2016-03-07T02:09:09.000+0000",4624,NTLM,Information,"lqpeofo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lqpeofo_jnkmcac","NULL SID"
"2016-03-07T02:10:06.000+0000",4624,NTLM,Information,"cdnejdnei_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cdnejdnei_jnkmcac","NULL SID"
"2016-03-07T02:10:40.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-07T02:10:42.000+0000",4624,NTLM,Information,"onejeck_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\onejeck_jnkmcac","NULL SID"
"2016-03-07T02:11:26.000+0000",4624,NTLM,Information,"ojjmpbqbmq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ojjmpbqbmq_jnkmcac","NULL SID"
"2016-03-07T02:12:24.000+0000",4624,NTLM,Information,"fnqqhqp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID"
"2016-03-07T02:14:14.000+0000",4624,NTLM,Information,"ohfihpmii_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ohfihpmii_jnkmcac","NULL SID"
"2016-03-07T02:14:57.000+0000",4624,NTLM,Information,"fhdnekqoqbk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fhdnekqoqbk_jnkmcac","NULL SID"
"2016-03-07T02:15:23.000+0000",4624,NTLM,Information,"oedcdf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oedcdf_jnkmcac","NULL SID"
"2016-03-07T02:15:28.000+0000",4624,NTLM,Information,"lnnbnpkho_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lnnbnpkho_jnkmcac","NULL SID"
"2016-03-07T02:15:31.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-07T02:15:49.000+0000",4624,NTLM,Information,"mcoe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mcoe_jnkmcac","NULL SID"
"2016-03-07T02:19:25.000+0000",4624,NTLM,Information,"mfhcp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mfhcp_jnkmcac","NULL SID"
"2016-03-07T02:24:17.000+0000",4624,NTLM,Information,"mifeoekdo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mifeoekdo_jnkmcac","NULL SID"
"2016-03-07T02:25:34.000+0000",4624,NTLM,Information,"jbamop_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbamop_jnkmcac","NULL SID"
"2016-03-07T02:30:42.000+0000",4624,NTLM,Information,"mcoe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mcoe_jnkmcac","NULL SID"
"2016-03-07T02:30:47.000+0000",4624,NTLM,Information,"lfoifqn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lfoifqn_jnkmcac","NULL SID"
"2016-03-07T02:32:05.000+0000",4624,NTLM,Information,"cccmfo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cccmfo_jnkmcac","NULL SID"
